,Rank,NCTId,BriefTitle,SecondaryId,LeadSponsorName,LocationCountry
436,437,NCT03222973,Efficacy and Safety of BIIB033 (Opicinumab) as an Add-on Therapy to Disease-Modifying Therapies (DMTs) in Relapsing Multiple Sclerosis (MS),2017-001224-22,Biogen,Belgium
436,437,NCT03222973,Efficacy and Safety of BIIB033 (Opicinumab) as an Add-on Therapy to Disease-Modifying Therapies (DMTs) in Relapsing Multiple Sclerosis (MS),2017-001224-22,Biogen,Canada
436,437,NCT03222973,Efficacy and Safety of BIIB033 (Opicinumab) as an Add-on Therapy to Disease-Modifying Therapies (DMTs) in Relapsing Multiple Sclerosis (MS),2017-001224-22,Biogen,Czechia
436,437,NCT03222973,Efficacy and Safety of BIIB033 (Opicinumab) as an Add-on Therapy to Disease-Modifying Therapies (DMTs) in Relapsing Multiple Sclerosis (MS),2017-001224-22,Biogen,France
436,437,NCT03222973,Efficacy and Safety of BIIB033 (Opicinumab) as an Add-on Therapy to Disease-Modifying Therapies (DMTs) in Relapsing Multiple Sclerosis (MS),2017-001224-22,Biogen,Germany
436,437,NCT03222973,Efficacy and Safety of BIIB033 (Opicinumab) as an Add-on Therapy to Disease-Modifying Therapies (DMTs) in Relapsing Multiple Sclerosis (MS),2017-001224-22,Biogen,Hungary
436,437,NCT03222973,Efficacy and Safety of BIIB033 (Opicinumab) as an Add-on Therapy to Disease-Modifying Therapies (DMTs) in Relapsing Multiple Sclerosis (MS),2017-001224-22,Biogen,Israel
436,437,NCT03222973,Efficacy and Safety of BIIB033 (Opicinumab) as an Add-on Therapy to Disease-Modifying Therapies (DMTs) in Relapsing Multiple Sclerosis (MS),2017-001224-22,Biogen,Italy
436,437,NCT03222973,Efficacy and Safety of BIIB033 (Opicinumab) as an Add-on Therapy to Disease-Modifying Therapies (DMTs) in Relapsing Multiple Sclerosis (MS),2017-001224-22,Biogen,Netherlands
436,437,NCT03222973,Efficacy and Safety of BIIB033 (Opicinumab) as an Add-on Therapy to Disease-Modifying Therapies (DMTs) in Relapsing Multiple Sclerosis (MS),2017-001224-22,Biogen,Poland
436,437,NCT03222973,Efficacy and Safety of BIIB033 (Opicinumab) as an Add-on Therapy to Disease-Modifying Therapies (DMTs) in Relapsing Multiple Sclerosis (MS),2017-001224-22,Biogen,Spain
436,437,NCT03222973,Efficacy and Safety of BIIB033 (Opicinumab) as an Add-on Therapy to Disease-Modifying Therapies (DMTs) in Relapsing Multiple Sclerosis (MS),2017-001224-22,Biogen,Switzerland
436,437,NCT03222973,Efficacy and Safety of BIIB033 (Opicinumab) as an Add-on Therapy to Disease-Modifying Therapies (DMTs) in Relapsing Multiple Sclerosis (MS),2017-001224-22,Biogen,United Kingdom
443,444,NCT03198351,An Observational Study on Teriflunomide-exposed Pregnancies,U1111-1183-8711,Sanofi,United States
443,444,NCT03198351,An Observational Study on Teriflunomide-exposed Pregnancies,U1111-1183-8711,Sanofi,Canada
463,464,NCT03134573,Medication Usage and Patient Reported Outcomes Evaluation Via myBETAapp in Patients With Multiple Sclerosis Treated With Betaferon: a Pilot Study,BF1504,Bayer,Germany
536,537,NCT02784210,Effect of Corticosteroids on Inflammation at the Edge of Acute Multiple Sclerosis Plaques,16-N-0114,National Institute of Neurological Disorders and Stroke (NINDS),United States
549,550,NCT02740361,Online Program to Reduce Depression in MS,RG-1507-05418,"Charite University, Berlin, Germany",United States
549,550,NCT02740361,Online Program to Reduce Depression in MS,RG-1507-05418,"Charite University, Berlin, Germany",Germany
568,569,NCT02659956,Pathological Basis of MRI Signal Changes in Multiple Sclerosis,16-N-0055,National Institute of Neurological Disorders and Stroke (NINDS),United States
572,573,NCT02634307,A Study of ALKS 8700 in Adults With Relapsing Remitting Multiple Sclerosis (MS) EVOLVE-MS-1,2015-005160-41,Biogen,United States
572,573,NCT02634307,A Study of ALKS 8700 in Adults With Relapsing Remitting Multiple Sclerosis (MS) EVOLVE-MS-1,2015-005160-41,Biogen,Belgium
572,573,NCT02634307,A Study of ALKS 8700 in Adults With Relapsing Remitting Multiple Sclerosis (MS) EVOLVE-MS-1,2015-005160-41,Biogen,Bulgaria
572,573,NCT02634307,A Study of ALKS 8700 in Adults With Relapsing Remitting Multiple Sclerosis (MS) EVOLVE-MS-1,2015-005160-41,Biogen,Canada
572,573,NCT02634307,A Study of ALKS 8700 in Adults With Relapsing Remitting Multiple Sclerosis (MS) EVOLVE-MS-1,2015-005160-41,Biogen,Germany
572,573,NCT02634307,A Study of ALKS 8700 in Adults With Relapsing Remitting Multiple Sclerosis (MS) EVOLVE-MS-1,2015-005160-41,Biogen,Poland
572,573,NCT02634307,A Study of ALKS 8700 in Adults With Relapsing Remitting Multiple Sclerosis (MS) EVOLVE-MS-1,2015-005160-41,Biogen,Russian Federation
572,573,NCT02634307,A Study of ALKS 8700 in Adults With Relapsing Remitting Multiple Sclerosis (MS) EVOLVE-MS-1,2015-005160-41,Biogen,Serbia
572,573,NCT02634307,A Study of ALKS 8700 in Adults With Relapsing Remitting Multiple Sclerosis (MS) EVOLVE-MS-1,2015-005160-41,Biogen,Spain
572,573,NCT02634307,A Study of ALKS 8700 in Adults With Relapsing Remitting Multiple Sclerosis (MS) EVOLVE-MS-1,2015-005160-41,Biogen,Ukraine
597,598,NCT02511028,"In Vivo Characterization of Inflammation With Ferumoxytol, an Ultrasmall Superparamagnetic Iron Oxide Nanoparticle, on 7 Tesla Magnetic Resonance Imaging",15-N-0156,National Institute of Neurological Disorders and Stroke (NINDS),United States
605,606,NCT02486640,Evaluation of Potential Predictors of Adherence by Investigating a Representative Cohort of Multiple Sclerosis (MS) Patients in Germany Treated With Betaferon,BF1502,Bayer,Germany
620,621,NCT02428231,Tecfidera Slow-Titration Study,2014-004562-22,Biogen,United States
620,621,NCT02428231,Tecfidera Slow-Titration Study,2014-004562-22,Biogen,Belgium
620,621,NCT02428231,Tecfidera Slow-Titration Study,2014-004562-22,Biogen,Czech Republic
620,621,NCT02428231,Tecfidera Slow-Titration Study,2014-004562-22,Biogen,Italy
688,689,NCT02219932,Efficacy and Safety Study of Prolonged-Release Fampridine in Participants With Multiple Sclerosis,2013-003600-40,Biogen,United States
688,689,NCT02219932,Efficacy and Safety Study of Prolonged-Release Fampridine in Participants With Multiple Sclerosis,2013-003600-40,Biogen,Bulgaria
688,689,NCT02219932,Efficacy and Safety Study of Prolonged-Release Fampridine in Participants With Multiple Sclerosis,2013-003600-40,Biogen,Czech Republic
688,689,NCT02219932,Efficacy and Safety Study of Prolonged-Release Fampridine in Participants With Multiple Sclerosis,2013-003600-40,Biogen,Finland
688,689,NCT02219932,Efficacy and Safety Study of Prolonged-Release Fampridine in Participants With Multiple Sclerosis,2013-003600-40,Biogen,Italy
688,689,NCT02219932,Efficacy and Safety Study of Prolonged-Release Fampridine in Participants With Multiple Sclerosis,2013-003600-40,Biogen,Lithuania
688,689,NCT02219932,Efficacy and Safety Study of Prolonged-Release Fampridine in Participants With Multiple Sclerosis,2013-003600-40,Biogen,Netherlands
688,689,NCT02219932,Efficacy and Safety Study of Prolonged-Release Fampridine in Participants With Multiple Sclerosis,2013-003600-40,Biogen,Poland
688,689,NCT02219932,Efficacy and Safety Study of Prolonged-Release Fampridine in Participants With Multiple Sclerosis,2013-003600-40,Biogen,Russian Federation
688,689,NCT02219932,Efficacy and Safety Study of Prolonged-Release Fampridine in Participants With Multiple Sclerosis,2013-003600-40,Biogen,Serbia
688,689,NCT02219932,Efficacy and Safety Study of Prolonged-Release Fampridine in Participants With Multiple Sclerosis,2013-003600-40,Biogen,United Kingdom
706,707,NCT02121444,"BAY86-5046 (Betaseron), Non Interventional Studies",BF1414DE,Bayer,Germany
722,723,NCT02046629,A Study to Evaluate the Pharmacokinetic Profiles of Single 14 mg Teriflunomide Tablet in Healthy Chinese Volunteers,U1111-1152-4217,Sanofi,China
741,742,NCT01973491,ATX-MS-1467 in Multiple Sclerosis,2013-002916-28,"Merck KGaA, Darmstadt, Germany",Germany
755,756,NCT01895335,Using Patient Reported Outcomes (PROs) to Evaluate Teriflunomide Treatment in Relapsing Multiple Sclerosis (RMS) Patients,U1111-1139-8730,Sanofi,United States
755,756,NCT01895335,Using Patient Reported Outcomes (PROs) to Evaluate Teriflunomide Treatment in Relapsing Multiple Sclerosis (RMS) Patients,U1111-1139-8730,Sanofi,Austria
755,756,NCT01895335,Using Patient Reported Outcomes (PROs) to Evaluate Teriflunomide Treatment in Relapsing Multiple Sclerosis (RMS) Patients,U1111-1139-8730,Sanofi,Belgium
755,756,NCT01895335,Using Patient Reported Outcomes (PROs) to Evaluate Teriflunomide Treatment in Relapsing Multiple Sclerosis (RMS) Patients,U1111-1139-8730,Sanofi,Canada
755,756,NCT01895335,Using Patient Reported Outcomes (PROs) to Evaluate Teriflunomide Treatment in Relapsing Multiple Sclerosis (RMS) Patients,U1111-1139-8730,Sanofi,Chile
755,756,NCT01895335,Using Patient Reported Outcomes (PROs) to Evaluate Teriflunomide Treatment in Relapsing Multiple Sclerosis (RMS) Patients,U1111-1139-8730,Sanofi,Finland
755,756,NCT01895335,Using Patient Reported Outcomes (PROs) to Evaluate Teriflunomide Treatment in Relapsing Multiple Sclerosis (RMS) Patients,U1111-1139-8730,Sanofi,France
755,756,NCT01895335,Using Patient Reported Outcomes (PROs) to Evaluate Teriflunomide Treatment in Relapsing Multiple Sclerosis (RMS) Patients,U1111-1139-8730,Sanofi,Germany
755,756,NCT01895335,Using Patient Reported Outcomes (PROs) to Evaluate Teriflunomide Treatment in Relapsing Multiple Sclerosis (RMS) Patients,U1111-1139-8730,Sanofi,Greece
755,756,NCT01895335,Using Patient Reported Outcomes (PROs) to Evaluate Teriflunomide Treatment in Relapsing Multiple Sclerosis (RMS) Patients,U1111-1139-8730,Sanofi,Italy
755,756,NCT01895335,Using Patient Reported Outcomes (PROs) to Evaluate Teriflunomide Treatment in Relapsing Multiple Sclerosis (RMS) Patients,U1111-1139-8730,Sanofi,Norway
755,756,NCT01895335,Using Patient Reported Outcomes (PROs) to Evaluate Teriflunomide Treatment in Relapsing Multiple Sclerosis (RMS) Patients,U1111-1139-8730,Sanofi,Spain
755,756,NCT01895335,Using Patient Reported Outcomes (PROs) to Evaluate Teriflunomide Treatment in Relapsing Multiple Sclerosis (RMS) Patients,U1111-1139-8730,Sanofi,Sweden
755,756,NCT01895335,Using Patient Reported Outcomes (PROs) to Evaluate Teriflunomide Treatment in Relapsing Multiple Sclerosis (RMS) Patients,U1111-1139-8730,Sanofi,United Kingdom
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,United States
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Australia
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Austria
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Belarus
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Brazil
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Bulgaria
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Canada
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Croatia
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Estonia
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,France
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Germany
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Italy
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Latvia
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Lithuania
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Mexico
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Netherlands
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Poland
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Puerto Rico
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Romania
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Russian Federation
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Serbia
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Slovakia
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Spain
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Sweden
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Turkey
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,Ukraine
756,757,NCT01892722,Safety and Efficacy of Fingolimod in Pediatric Patients With Multiple Sclerosis,2011-005677-23,Novartis Pharmaceuticals,United Kingdom
760,761,NCT01874340,Efficacy and Safety of AIN457 (Secukinumab) in Patients With Relapsing Multiple Sclerosis,2012-004019-29,Novartis Pharmaceuticals,Belgium
760,761,NCT01874340,Efficacy and Safety of AIN457 (Secukinumab) in Patients With Relapsing Multiple Sclerosis,2012-004019-29,Novartis Pharmaceuticals,Czech Republic
760,761,NCT01874340,Efficacy and Safety of AIN457 (Secukinumab) in Patients With Relapsing Multiple Sclerosis,2012-004019-29,Novartis Pharmaceuticals,France
760,761,NCT01874340,Efficacy and Safety of AIN457 (Secukinumab) in Patients With Relapsing Multiple Sclerosis,2012-004019-29,Novartis Pharmaceuticals,Italy
760,761,NCT01874340,Efficacy and Safety of AIN457 (Secukinumab) in Patients With Relapsing Multiple Sclerosis,2012-004019-29,Novartis Pharmaceuticals,Japan
760,761,NCT01874340,Efficacy and Safety of AIN457 (Secukinumab) in Patients With Relapsing Multiple Sclerosis,2012-004019-29,Novartis Pharmaceuticals,Poland
760,761,NCT01874340,Efficacy and Safety of AIN457 (Secukinumab) in Patients With Relapsing Multiple Sclerosis,2012-004019-29,Novartis Pharmaceuticals,Russian Federation
760,761,NCT01874340,Efficacy and Safety of AIN457 (Secukinumab) in Patients With Relapsing Multiple Sclerosis,2012-004019-29,Novartis Pharmaceuticals,Spain
760,761,NCT01874340,Efficacy and Safety of AIN457 (Secukinumab) in Patients With Relapsing Multiple Sclerosis,2012-004019-29,Novartis Pharmaceuticals,Sweden
760,761,NCT01874340,Efficacy and Safety of AIN457 (Secukinumab) in Patients With Relapsing Multiple Sclerosis,2012-004019-29,Novartis Pharmaceuticals,Turkey
764,765,NCT01864148,"Study to Assess the Efficacy, Safety, Tolerability, and Pharmacokinetics of BIIB033 in Participants With Relapsing Forms of Multiple Sclerosis When Used Concurrently With Avonex",2011-006262-40,Biogen,United States
764,765,NCT01864148,"Study to Assess the Efficacy, Safety, Tolerability, and Pharmacokinetics of BIIB033 in Participants With Relapsing Forms of Multiple Sclerosis When Used Concurrently With Avonex",2011-006262-40,Biogen,Canada
764,765,NCT01864148,"Study to Assess the Efficacy, Safety, Tolerability, and Pharmacokinetics of BIIB033 in Participants With Relapsing Forms of Multiple Sclerosis When Used Concurrently With Avonex",2011-006262-40,Biogen,Czech Republic
764,765,NCT01864148,"Study to Assess the Efficacy, Safety, Tolerability, and Pharmacokinetics of BIIB033 in Participants With Relapsing Forms of Multiple Sclerosis When Used Concurrently With Avonex",2011-006262-40,Biogen,France
764,765,NCT01864148,"Study to Assess the Efficacy, Safety, Tolerability, and Pharmacokinetics of BIIB033 in Participants With Relapsing Forms of Multiple Sclerosis When Used Concurrently With Avonex",2011-006262-40,Biogen,Hungary
764,765,NCT01864148,"Study to Assess the Efficacy, Safety, Tolerability, and Pharmacokinetics of BIIB033 in Participants With Relapsing Forms of Multiple Sclerosis When Used Concurrently With Avonex",2011-006262-40,Biogen,Italy
764,765,NCT01864148,"Study to Assess the Efficacy, Safety, Tolerability, and Pharmacokinetics of BIIB033 in Participants With Relapsing Forms of Multiple Sclerosis When Used Concurrently With Avonex",2011-006262-40,Biogen,Netherlands
764,765,NCT01864148,"Study to Assess the Efficacy, Safety, Tolerability, and Pharmacokinetics of BIIB033 in Participants With Relapsing Forms of Multiple Sclerosis When Used Concurrently With Avonex",2011-006262-40,Biogen,Poland
